genes	HGMD_inheritance	OMIM_inheritance	GeneCC_inheritance
CCNO		AR	AD;AR
CCP1		AR	
CCP4		AD	
CCP5		AR	
CCSPD		AR	
CCT		AR	
CCTE		AR	
CCV		AD	
CD		AD;Multifactorial	
CD10		AD;AR,AD	
CD127		AR	
CD133		AD;AR;AR,AD	
CD137		AR	
CD151		AR	AR
CD16		AR	
CD164		AD	AD
CD18		AR	
CD20		AR	
CD247		AR	AR
CD25		AR	
CD27		AR	AR
CD27L		AR	
CD2BP1		AD	
CD32		AD;AR	
CD36L2		AR	
CD39		AR	
CD3Z		AR	
CD40BP		AD	
CD41B		AD;AR	
CD45		AR	
CD49C		AR	
CD59		AR	AR
CD70		AR	AR
CD71		AR	
CD95		AD	
CDA1		AR	
CDAGS		AR	
CDAN1A		AR	
CDAN2		AD;AR	
CDAN3A		AD	
CDAN3B		AR	
CDAN4		AD	
CDC14A		AR	AR
CDC18L		AR	
CDC20		AR	
CDC25L		AR	
CDC2L5		AD	
CDC4		AD	
CDC40		AR	
CDC42		AD	AD
CDC42BPB		AD	AD
CDC45L		AR	
CDC45L2		AR	
CDC46		AR	
CDC4L		AR	
CDC8		AR	
CDC91L1		AR	
CDCA7		AR	AR
CDCBM1		AD	
CDCBM11		AR	
CDCBM2		AD	
CDCBM3		AD	
CDCBM4		AD	
CDCBM5		AD	
CDCBM6		AD	
CDCBM7		AD	
CDCBM9		AR	
CDCD2		AD;AR	
CDCL1		AD	
CDD		AD;AR	
CDDG		AR	
CDDG2		AR	
CDG1A		AR	
CDG1AA		AD;AR	
CDG1B		AR	
CDG1C		AR	
CDG1CC		XLR	
CDG1D		AR	
CDG1G		AR	
CDG1H		AD;AR	
CDG1J		AR	
CDG1K		AR	
CDG1L		AR	
CDG1M		AR	
CDG1N		AR	
CDG1P		AR	
CDG1Q		AR	
CDG1R		AR	
CDG1S		XL	
CDG1T		AR	
CDG1U		AR	
CDG1V		AR	
CDG1WAD		AD;AR	
CDG1WAR		AD;AR	
CDG1X		AR	
CDG1Y		XLR	
CDG1Z		AR	
CDG2		AD	
CDG2A		AR	
CDG2B		AR	
CDG2C		AR	
CDG2D		AR	
CDG2E		AR	
CDG2F		AR	
CDG2G		AR	
CDG2I		AR	
CDG2J		AD;AR	
CDG2K		AR	
CDG2L		AR	
CDG2M		XLD,Somatic mosaicism	
CDG2N		AR	
CDG2O		AR	
CDG2P		AR	
CDG2Q		AR	
CDG2R		XLR	
CDG2T		AR	
CDG2V		AR	
CDG2W		AD;AR	
CDG2Y		AR	
CDG2Z		AR	
CDGAP		AD	
CDGF1		AR	
CDGF2		AR	
CDGG1		AD	
CDGIE		AR	
CDGIF		AR	
CDGII		AR	
CDGS2		AR	
CDGS4		AR	
CDGX		XLD,Somatic mosaicism	
CDH11		AD;AR	AR
CDH14		AD	
CDH19		AD;AR	
CDH2		AD;AR	AD
CDHP		AR	
CDHS		AD;AR,AD;Somatic mutation	
CDIDHH		AR	
CDIN1		AR	AR
CDK10		AR	
CDK19		AD	AD
CDK4		AD	AD
CDK5		AR	AR
CDK6		AR	AR
CDK8		AD	AD
CDKN4		AD	
CDL		AD	
CDLS1		AD	
CDLS2		XLD	
CDLS3		AD	
CDLS4		AD;AR	
CDLS5		XLD	
CDMP1		AD;AR;AR,AD	
CDMT		AD	
CDO		AD	
CDON		AD	AD
CDP		AD	
CDP2		AD	
CDPD		AR	
CDPX1		XLR	
CDPX2		XLD;XLR	
CDPXR		XLR	
CDR		AR	
CDS1		AD,Somatic mutation	
CDSP		AR	
CDV1R		AR	
CDW108		AR	
CDW92		AR	
CEAL2		AD;AR	
CEBALID		AD	
CEBP		AD,Somatic mutation	
CECBA		AD	
CECR		AD	
CECR1		AR	
CED		AD;AR	
CED1		AR	
CED12		AR	
CED2		AR	
CED3		AR	
CED4		AR	
CEDNIK		AR	
CEE		AR	
CELA2A		AD	AD
CELF2		AD	AD
CELIAC1		AD;AR,Multifactorial;Multifactorial	
CELIAC3		AD	
CELL		AD	
CENATAC		AR	
CENPE		AR	AR
CENPF		AR	AR
CENPT		AR	AR
CENTAC		AR	
CEP112		AR	
CEP135		AR	AR
CEP164		AR	AR
CEP19		AR	AR
CEP2		AR	
CEP55		AR	AR
CEP78		AR	AR
CEP83		AR	AR
CEP85L		AD	AD
CERS1		AR	AR
CERT		AD	
CERT1		AD	AD
CES		AD	
CES1		AD	
CESD		AR	
CEV14		AR	
CF		AD;AR	
CFAP251		AR	AR
CFAP298		AR	AD
CFAP300		AR	AD;AR
CFAP418		AR	
CFAP44		AR	AR
CFAP45		AR	
CFAP47		XLR	
CFAP52		AR	AD;AR
CFAP53		AR	AD;AR
CFAP58		AR	
CFAP65		AR	AR
CFAP69		AR	AR
CFAP70		AR	AR
CFAP74		AR	
CFAP91		AR	
CFBD		AD;AR;Digenic dominant	
CFC2		AD	
CFC3		AD	
CFC4		AD	
CFD1		AD	
CFDS		AR	
CFEOM1		AD	
CFEOM2		AR	
CFEOM3A		AD	
CFEOM3B		AD	
CFEOM3C		AD	
CFEOM5		AR	
CFHL1		AD;AR,AD	
CFHL3		AD;AR,AD	
CFHL5		AD	
CFHR3		AD;AR,AD	
CFHR5D		AD	
CFM		AD	
CFND		XLD	
CFNDS		AR	
CFNS		XLD	
CFSMR1		AR	
CFSMR2		AR	
CFSS		XLD,XLR	
CFTDX		XLD	
CFZS2		AR	
CG6		AR	
CGD1		AR	
CGD3		AR	
CGD4		AR	
CGD5		AR	
CGDX		XLR	
CGF1		XL	
CGH		XLD	
CGI10		AR	
CGI58		AR	
CGI65		AR	
CGI85		AD	
CGL3		AD;AR	
CGRPR		AR	
CGTHBA		AD	
CHAC		AR	
CHAK		AD	
CHAK2		AR	
CHANDS		AR	
CHAP1		XLD	
CHAPLE		AR	
CHAR		AD	
CHBL2		AD;AR	
CHC		AD;AR	
CHD1		AD	AD
CHD3		AD	AD
CHD5		AD	
CHDED		AD	
CHDFIDD		AD	
CHDM		AD	
CHDR		AR	
CHDS7		AR	
CHDSKM		AD;Somatic mutation	
CHDT3		AD	
CHDTHP		AR	
CHE1		AR	
CHED		AD;AR	
CHEDDA		AD	
CHEGDD		AR	
CHH		AR	
CHI3L1		AD	
CHIC2		AD,Somatic mutation	
CHIME		AR	
CHIP		AD;AR	
CHIT		AR	
CHIT1		AR	
CHITD		AR	
CHK		AR	
CHK2		AD,Somatic mutation	
CHKA		AR	
CHKL		AR	
CHL		AR	
CHLR1		AR	
CHLS		AR	
CHMP1A		AR	AR
CHMP4B		AD	AD
CHN		AD	
CHN2		AD;AR,AD	
CHN3		AR	
CHNG1		AD;AR	
CHNG4		AR	
CHNG5		AD	
CHNG6		AD	
CHNG7		AR	
CHNG8		XL	
CHNG9		XLR	
CHOCNS		AD	
CHOPS		AD	
CHP1		AR	
CHRNA3		AR	
CHRS		XL	
CHS1		AR	
CHST11		AR	AR
CHST8		AR	AR
CHT1		AD;AR	
CHTD2		AD	
CHTD4		AD	
CHTD5		AR,AD	
CHTD6		AD;AR	
CHTD7		AD	
CHTD8		AD	
CHTE		XLR	
CHUJANS		AD	
CHUK		AR	AR
CHX10		AR	
CHYTS		AD	
CIA30		AR	
CIAS1		AD	
CIAT		AD	
CIB1		AR	AR
CIBAR1		AR	AR
CIC		AD	AD
CIDE3		AR	
CIDEC		AR	AR
CIDP		?AD;AD;AR,AD	
CIF150		AR	
CIKS		AR	
CILD1		AR	
CILD10		AR	
CILD11		AR	
CILD12		AR	
CILD13		AR	
CILD16		AR	
CILD17		AR	
CILD18		AR	
CILD19		AR	
CILD2		AR	
CILD20		AR	
CILD21		AR	
CILD23		AR	
CILD24		AR	
CILD25		AD;AR	
CILD26		AR	
CILD27		AR	
CILD28		AR	
CILD29		AR	
CILD3		AR	
CILD30		AR	
CILD31		AR	
CILD32		AR	
CILD33		AR	
CILD34		AR	
CILD35		AR	
CILD36		XLR	
CILD37		AR	
CILD38		AR	
CILD39		AR	
CILD4		AR	
CILD40		AR	
CILD41		AR	
CILD42		AR	
CILD43		AD	
CILD44		AR	
CILD45		AR	
CILD46		AR	
CILD47		AR	
CILD48		AR	
CILD49		AR	
CILD5		AR	
CILD6		AR	
CILD7		AR	
CILD8		AR	
CILD9		AR	
CIMAH		AR	
CIMDAG		AD	
CIMT1		AD;AR,AD,Multifactorial	
CIN85		XLR	
CIP150		AR	
CIP98		AR	
CIRL1		AD	
CIROP		AR	
CIS1		AD	
CISH1		AD	
CISS1		AR	
CISS2		AR	
CIT		AR	AR
CJD		AD	
CJS		AD	
CK2A1		AD	
CKEKB		AR	
CKN1		AR	
CKN2		AD;AD,Somatic mutation;AR	
CL		AD	
CL1		AD	
CLA3		AR	
CLAC		AR	
CLAN		AD	
CLAPB2		AR	
CLAPG1		AD	
CLAPM1		AD	
CLAPS1		AR	
CLAPS2		AD	
CLAST3		AR	
CLC		AR	
CLC7		AD;AR	
CLCC1		AR	
CLCD		AD	
CLCD2		AD	
CLCK2		XLR	
CLCN3		AD;AR	AD
CLCN6		AD	
CLCNKA		Digenic recessive	AR
CLCR		AD	
CLCRP1		AD	
CLCRP2		AR	
CLD		AR	
CLDN10		AR	AR
CLDN11		AD	AD
CLDN2		XLR	AD
CLDN9		AR	
CLE		AR	
CLEC3B		AD	
CLECSF12		AR	
CLG		AR	
CLG3		AD;AR	
CLG4A		AR	
CLG4B		AR	
CLIC2		XLR	XL;XLR
CLIC5		AR	AR
CLIFAHDD		AD;AR	
CLIPINA		AR	
CLK1		AR	
CLK2		AR	
CLL1		AR	
CLLD7		AR	
CLLS2		AD	
CLMOD		AR	
CLN1		AR	
CLN10		AR	
CLN11		AD;AR	
CLN13		AR	
CLN14		AR	
CLN2		AR	
CLN4		AD	
CLN6A		AR	
CLN7		AR	
CLP		AD	
CLP1		AR	AR
CLP46		AD;AR	
CLPED1		AR	
CLPX		AD	
CLRN2		AR	AR
CLSD		AR,AD	
CLSS		AR;AR,AD	
CMAR		AR,AD	
CMAVM1		AD	
CMAVM2		AD	
CMCS		AR	
CMCT		AD	
CMCU		AD	
CMD1		AD	
CMD1A		AD;AR	
CMD1AA		AD	
CMD1B		AD	
CMD1BB		AD;AR	
CMD1C		AD	
CMD1CC		AD	
CMD1D		AD	
CMD1DD		AD;AR	
CMD1E		AD;AR	
CMD1EE		AD	
CMD1FF		AD;AR	
CMD1G		AD;AR	
CMD1GG		AD;AR	
CMD1I		AD;AR,AD	
CMD1II		AD;AR;AR,AD	
CMD1J		AD	
CMD1JJ		AD	
CMD1L		AR	
CMD1LL		AD	
CMD1M		AD	
CMD1MM		AD;AR,AD	
CMD1NN		AD	
CMD1O		AD;AR	
CMD1OO		AD	
CMD1P		AD	
CMD1R		AD	
CMD1S		AD;AR;Digenic dominant,AD	
CMD1V		AD	
CMD1W		AD	
CMD1X		AR	
CMD1Y		AD	
CMD1Z		AD	
CMD2A		AD;AR	
CMD2B		AR	
CMD2C		AR	
CMD2D		AR	
CMD2E		AD;AR	
CMD2F		AR	
CMD2G		AR	
CMD2H		AR	
CMD3A		XLR	
CMD3B		XL;XLR	
CMDJ		AD	
CMDR		AD;AR	
CMG		XLD	
CMG1		AR	
CMG2		AR	
CMH1		AD;AR;Digenic dominant,AD	
CMH10		AD;AR	
CMH11		AD	
CMH12		AD	
CMH13		AD	
CMH14		AD	
CMH15		AD	
CMH16		AD	
CMH17		AD;AR	
CMH18		AD	
CMH2		AD	
CMH20		AD	
CMH21		AD	
CMH22		AD;AR	
CMH23		AD	
CMH24		AD	
CMH25		AD;AR	
CMH26		AD	
CMH27		AR	
CMH28		AD	
CMH29		AD;AR	
CMH3		AD	
CMH4		AD;AR,AD	
CMH6		AD	
CMH7		AD;AR	
CMH8		AR,AD	
CMKOR1		AR	
CML3		AR	
CML33		AR	
CMM		AD	
CMM10		AD	
CMM2		AD	
CMM3		AD	
CMM5		AR	
CMM6		AD,Somatic mutation	
CMM8		AD;AR	
CMM9		AD;AD,Somatic mutation;AR,AD	
CMND		AR	
CMNS		AD	
CMOAT		AR	
CMPD1		AD	
CMPX1		XL	
CMRD		AR	
CMS10		AR	
CMS11		AR	
CMS12		AR	
CMS13		AR	
CMS14		AR	
CMS15		AR	
CMS16		AD;AR	
CMS17		AR;AR,AD	
CMS18		AD	
CMS19		AR	
CMS1A		AD;AR;AR,AD	
CMS1B		AD;AR;AR,AD	
CMS1D		AR	
CMS20		AD;AR	
CMS21		AR	
CMS22		AR	
CMS23		AR	
CMS24		AR	
CMS25		AD;AR	
CMS2A		AD;AR	
CMS2C		AD;AR	
CMS3A		AD;AR	
CMS3B		AD;AR	
CMS3C		AD;AR	
CMS4A		AR;AR,AD	
CMS4B		AR;AR,AD	
CMS4C		AR;AR,AD	
CMS5		AR	
CMS6		AR	
CMS7A		AD;AR	
CMS7B		AD;AR	
CMS8		AR	
CMS9		AR	
CMSTA1		AR	
CMSTA2		AR	
CMSTA3		AR	
CMT1A		?AD;AD;AR,AD	
CMT1B		AD;AR,AD	
CMT1C		AD	
CMT1E		?AD;AD;AR,AD	
CMT1F		AD;AR,AD	
CMT1G		AD	
CMT1H		AD;AR	
CMT1I		AD;AR	
CMT1J		AD;AR	
CMT2A		AD;AD,Somatic mutation	
CMT2A1		AD;AD,Somatic mutation	
CMT2A2A		AD;AR	
CMT2A2B		AD;AR	
CMT2B		AD	
CMT2B2		AR	
CMT2C		AD	
CMT2CC		AD;AR,AD	
CMT2D		AD	
CMT2DD		AD	
CMT2E		AD;AR,AD	
CMT2EE		AR	
CMT2F		AD	
CMT2FF		AD	
CMT2GG		AD	
CMT2H		AR	
CMT2HH		AD	
CMT2II		AD;AR	
CMT2K		AR;AR,AD	
CMT2L		AD	
CMT2M		AD;AR	
CMT2N		AD;AR	
CMT2O		AD	
CMT2P		AR,AD	
CMT2Q		AD;AR	
CMT2R		AR	
CMT2S		AR	
CMT2T		AD;AR,AD	
CMT2U		AD;AR	
CMT2V		AD;AR	
CMT2W		AD;AR	
CMT2X		AR	
CMT2Y		AD	
CMT2Z		AD	
CMT4A		AR;AR,AD	
CMT4B1		AR	
CMT4B2		AR	
CMT4B3		AR	
CMT4D		AR	
CMT4F		AR;AR,AD	
CMT4H		AR	
CMT4K		AR	
CMTD1F		AD	
CMTDI1		AD;AR	
CMTDIB		AD;AR	
CMTDIC		AD;AR	
CMTDID		AD;AR,AD	
CMTDIE		AD	
CMTDIG		AD;AR,AD	
CMTRIA		AR;AR,AD	
CMTRIB		AR	
CMTRIC		AR	
CMTRID		AR	
CMTX1		XLD	
CMTX2		XLR	
CMTX3		XLR	
CMTX4		XLR	
CMTX5		XL;XLR	
CMTX6		XLD	
CMVFR		AR	
CMYP10A		AR	
CMYP10B		AR	
CMYP11		AR	
CMYP12		AR	
CMYP13		AR	
CMYP14		AR	
CMYP15		AD	
CMYP16		AD;AR	
CMYP17		AR	
CMYP18		AD;AR,AD	
CMYP19		AR;Somatic mutation	
CMYP1A		AD;AR	
CMYP1B		AD;AR	
CMYP2A		AD;AR	
CMYP2B		AD;AR	
CMYP2C		AD;AR	
CMYP3		AR	
CMYP4A		AD;AR	
CMYP4B		AD;AR	
CMYP5		AD;AR	
CMYP6		AR,AD	
CMYP7A		AD;AR;Digenic dominant,AD	
CMYP7B		AD;AR;Digenic dominant,AD	
CMYP8		AD	
CMYP9A		AR	
CMYP9B		AR	
CNA1		AD	
CNA2		AR	
CNA43		AR	
CNAP1		AR	
CNBP		AD	AD
CNBP1		AD	
CNC1		AD	
CNCG1		AR	
CNCG2		AR	
CNCG3L		AR	
CND		XL	
CNG3		AR	
CNK2		XL	
CNKSR2		XL	AD;XL
CNM2		AR	
CNM4		AD	
CNM5		AR	
CNM6		AR	
CNMX		XLR	
CNOT1		AD	AD
CNOT2		AD	AD
CNOT3		AD	AD
CNP		AR	AR
CNP1		AR	
CNPY3		AR	AD;AR
CNSN		AR	
CNT1		AR	
CNTNAP1		AR	AR
COA3		AR	AR
COA5		AR	AR
COA6		AR	
COA7		AR	AR
COA8		AR	AR
COACH2		AR	
COACH3		AR	
COASY		AR	AR
COB1		AD	
COCA1		AD;AR	
COCA2		AD;AR	
COCPMR		AR	
COD1		AD;AR;XL;XLR	
COD2		AR;XL	
COD3		AD	
COD4		AR	
CODA		AD	
CODASS		AR	
COE3		AD	
COFG		AR	
COFS1		AD;AD,Somatic mutation;AR	
COFS2		AR	
COFS3		AR	
COFS4		AR	
COG2		AR	AR
COG6		AR	AR
COGIS		AD	
COH1		AR	
COL12A1		AD;AR	AD;AR
COL13A1		AR	AD;AR
COL25A1		AR	AD;AR
COL27A1		AR	AR
COL4A3BP		AD	
COL4A6		XLR	XL
COL9A2		AD;AR	AD;AR
COLB		AR	
COLEC10		AR	AR
COLEC5		AD	
COLED		AD;AR;AR,AD,Multifactorial	
COLGALT1		AR	AR
COLL1		AD	
COMA		AR	
COMMAD		AD;AR	
COMNB		AR	
CONATOC		AR	
CONDBA		AD	
CONDCA		AR	
CONDMIM		AR	
CONDSIAS		AR	
CONPM		AR	
CONRIBA		AD	
COPA		AD	AD
COPB		AR	
COPB1		AR	
COPB2		AD;AR	AR
COPOA		AR	
COQ1		AR	
COQ10D1		AR;AR,AD	
COQ10D2		AR	
COQ10D3		AR	
COQ10D4		AR	
COQ10D5		AR	
COQ10D6		AR	
COQ10D7		AR	
COQ10D8		AR	
COQ10D9		AR	
COQ5		AR	
COQ7		AR	AR
COQ8		AR	
COR1		AD	
CORD1		AD	
CORD10		AR	
CORD11		AD;AR	
CORD12		AD;AR;AR,AD	
CORD13		AR	
CORD14		AD	
CORD15		AR	
CORD16		AR	
CORD17		AD	
CORD18		AR	
CORD19		AR	
CORD2		AD	
CORD20		AR	
CORD21		AR	
CORD22		AR	
CORD3		AD;AR	
CORD5		AD	
CORD6		AD;AR;AR,AD	
CORD7		AD	
CORD8		AR	
CORD9		AR	
CORDX1		XL;XLR	
CORDX3		XL;XLR	
CORLK		AD	
CORO1A		AR	AD;AR
CORS1		AR	
CORS2		AR	
CORTRD1		AR	
CORTRD2		AD	
COSPD57		AR	
COWCK		XLR	
COX11		AR	
COX14		AR	AR
COX16		AR	
COX20		AR	AR
COX4		AR	
COX4I1		AR	AR
COX5A		AR	AR
COX6A1		AR	AR
COX6A2		AR	AR
COX7B		XLD	XL;XLD
COX8A		AR	AR
COXFA4		AR	
COXPD1		AR	
COXPD10		AR	
COXPD11		AR	
COXPD12		AR	
COXPD13		AD;AR	
COXPD14		AR	
COXPD15		AR	
COXPD16		AR	
COXPD17		AR	
COXPD18		AR	
COXPD19		AR	
COXPD2		AR	
COXPD20		AR	
COXPD21		AR	
COXPD22		AR	
COXPD23		AR	
COXPD24		AR	
COXPD25		AR	
COXPD27		AR	
COXPD28		AR	
COXPD29		AR	
COXPD3		AR	
COXPD30		AR	
COXPD31		AR	
COXPD32		AR	
COXPD33		AR	
COXPD34		AR	
COXPD35		AR	
COXPD36		AR	
COXPD38		AR	
COXPD4		AR	
COXPD40		AR	
COXPD41		AR	
COXPD42		AR	
COXPD43		AR	
COXPD44		AR	
COXPD46		AR	
COXPD47		AR	
COXPD48		AR	
COXPD49		AR	
COXPD5		AR	
COXPD50		AR	
COXPD51		AR	
COXPD52		AR	
COXPD53		AR	
COXPD54		AR	
COXPD55		AR,AD	
COXPD6		XLR	
COXPD7		AR	
COXPD8		AR	
COXPD9		AR	
CP115		AR,AD	
CP47		AD	
CP49		AD	
CPAH		AR;AR,AD	
CPAMD8		AR	AR
CPAP		AR	
CPBHM		XLD	
CPCMR		AD	
CPD6		AR	
CPE		AR	
CPETRL3		AR	
CPHD1		AR,AD	
CPHD2		AR	
CPHD3		AR	
CPHD4		AD	
CPHD5		AR,AD	
CPHD6		AD	
CPHD7		AR	
CPK		AR	
CPLX1		AR	AR
CPN		AR	
CPPB1		AD;AR	
CPPB2		AD	
CPPDD		AD	
CPPI		AR	
CPPRDD		AR	
CPRF		AD	
CPSB		AD	
CPSD		AR	
CPSF1		AD	AD
CPSF160		AD	
CPSF3		AR	
CPSF73		AR	
CPSFS1A		AD;AR	
CPSFS1B		AD;AR	
CPSQ3		AR	
CPSQ4		AD;AR	
CPSQ5		AR	
CPSQ6		AR	
CPVT3		AR	
CPVT4		AD	
CPVT6		AD	
CPX		XL;XLD;XLR	
CPX1		AR	
CPXD		XLD;XLR	
CR2		AR	AD;AR
CRAC1		AD	
CRACM1		AD;AR	
CRADD		AR	AR
CRAF		AD	
CRAF1		AD	
CRAM		AD	
CRAP34		AR	
CRARF		AR	
CRAT		AR	AR
CRCS10		AD	
CRCS12		AD;AR	
CRCS4		AD	
CRD		AD;XL;XLR	
CRD1		AD	
CRDHL		AR	
CRDHL2		AR	
CREB3L3		AD	AD
CREBH		AD	
CREP		AR	
CRFB4		AR	
CRGL2		AR	
CRIK		AR	
CRIPT		AR	AR
CRISTIN2		AR	
CRISTIN4		AR	
CRJS		AR	
CRLR		AR	
CRLS1		AR	
CRMCC		AR	
CRMP5		AD	
CROM		AR	
CRP1		AR;AR,AD	
CRP3		AD	
CRPM		AD	
CRPT2		AR	
CRS1		AD	
CRS2		AD	
CRS3		?AD;AD;AR,AD	
CRS4		AD	
CRS5		AD;AR	
CRS6		AD	
CRSA		?AD	
CRSD		AR	
CRSDA		AR	
CRSDS		AR	
CRSP6		AR	
CRSP77		AR	
CRSP8		AR	
CRT		AD	
CRTR		XLR	
CRV		AD;AR,AD	
CRY1		AD	
CRYA1		AR,AD	
CRYA2		AD;AR;AR,AD	
CRYB1		AD	
CRYB2		AD	
CRYB3		AR,AD	
CRYG2		AD	
CRYG3		AD	
CRYG4		AD	
CRYG8		AD	
CRYGB		AD	AD
CRYPTIC		AD	
CRYPTOP		AR	
CSA		AR	
CSB		AD;AD,Somatic mutation;AR	
CSBS		AR;XL;XLD;XLR	
CSCD		AD	
CSCF		AD	
CSCSC1		AD	
CSCSC2		AD	
CSD		AD	
CSD2		AD	
CSGALNACT1		AR	AR
CSL4		AR	
CSNB1A		XLR	
CSNB1B		AR	
CSNB1D		AR	
CSNB1E		AR	
CSNB1F		AR	
CSNB1G		AD;AR	
CSNB1H		AR;Multifactorial	
CSNB1I		AD;AR;AR,AD	
CSNB2		XL;XLR	
CSNB2A		XL;XLR	
CSNB2B		AR	
CSNBAD1		AD;AR,AD	
CSNBAD2		AD;AR	
CSNBAD3		AD;AR	
CSNK2B		AD	AD
CSNU3		AR,AD	
CSP		AD	
CSPG1		AD;AR	
CSPG2		AD	
CSPG6		AD	
CSPP		AR	
CSPSD		AD;AR	
CSS1		AD	
CSS10		AD	
CSS11		AD	
CSS12		AD	
CSS2		AD	
CSS3		AD	
CSS4		AD	
CSS5		AD	
CSS6		AD	
CSS7		AD	
CSS8		AD	
CST		AR	
CST6		AR	
CSX		AD	
CTAA1		AD	
CTAA2		AD	
CTBP1		AD	AD
CTDI		AR	
CTHM		AD	
CTIP1		AD	
CTIP2		AD	
CTL1		AR	
CTL4		AD	
CTLN2		AR	
CTM		AD	
CTNNA1		AD	AD
CTNNA2		AR	AR
CTNNBL1		AR	AR
CTNND		AD	
CTNND1		AD	AD
CTNR		AR	
CTP		AR	
CTPA		AD	
CTPCT		AR	
CTPP1		AD	
CTPP2		AD;AR;AR,AD	
CTPP3		AD	
CTPP4		AD;AR,AD	
CTPP5		AD	
CTPS		AR	
CTPS1		AR	AR
CTRCT1		AD	
CTRCT10		AD	
CTRCT11		AD;AR,AD	
CTRCT12		AD	
CTRCT13		AD;AR	
CTRCT14		AD	
CTRCT15		AD	
CTRCT16		AD;AR;AR,AD	
CTRCT17		AR,AD	
CTRCT18		AR	
CTRCT19		AR	
CTRCT2		AD	
CTRCT20		AD	
CTRCT21		AD	
CTRCT22		AR,AD	
CTRCT24		AD	
CTRCT29		AD	
CTRCT3		AD	
CTRCT30		AD	
CTRCT31		AD	
CTRCT32		AD	
CTRCT33		AR,AD	
CTRCT34		AD;AR	
CTRCT35		AR	
CTRCT36		AR	
CTRCT37		AD	
CTRCT38		AR	
CTRCT39		AD	
CTRCT4		AD	
CTRCT40		XL;XLD	
CTRCT41		AD;AR	
CTRCT42		AD;AR	
CTRCT43		AD;AR	
CTRCT44		AR	
CTRCT45		AR	
CTRCT47		AD	
CTRCT48		AR	
CTRCT49		AD	
CTRCT5		AD	
CTRCT50		AD	
CTRCT6		AD	
CTRCT7		AD	
CTRCT8		AD	
CTRCT9		AR,AD	
CTRP5		AD	
CTS2		AD	
CTSB		AD	AD
CTU2		AR	AR
CTX		AR	
CUGBP2		AD	
CUGS		AD	
CUTL1		AD	
CUTL2		AD	
CUX1		AD	AD
CUX2		AD	AD
CV2		AR	
CVAK104		AR	
CVAP		AD	
CVD1		XL;XLD;XLR	
CVDP1		AR	
CVDP2		AR	
CVID1		AR	
CVID10		AD	
CVID11		AR	
CVID12		AD	
CVID13		AD	
CVID14		AD	
CVID2		AR,AD	
CVID3		AR	
CVID4		AR	
CVID5		AR	
CVID6		AR	
CVID7		AR	
CVID8		AR	
CVID9		AR	
CVMRF		XLR	
CWC27		AR	AR
CWS1		AD	
CWS7		AD;AR	
CX26		AD;AR,Digenic dominant	
CX30		AD;AR;AR,Digenic dominant	
CX30.3		AD	
CX31		AD;AR,AD;AR,Digenic dominant	
CX32		XLD	
CX40		AD	
CX43		AD;AR	
CX46		AD	
CX47		AD;AR	
CX50		AD	
CXCR2		AR	AR
CXCR7		AR	
CXDELp11.3		XLR	
CXDELq21		XLR	
CXDELq22.3		XLR	
CXDELq38		XLR	
CXDUPp11.23p11.22		XLD	
CXDUPq26.3		XLD	
CXDUPq27.3q28		XLR	
CXINSq27.1		XLD	
CXN		XL;XLD	
CXorf22		XLR	
CXorf5		XLD;XLR	
CXorf56		XL	
CXorf6		XLR	
CXorf9		XLR	
CYB561		AR	AR
CYBC1		AR	AR
CYC		AD	
CYC1		AR	AR
CYDELq11		YL	
CYFIP2		AD	AD
CYK4		AD;AR	
CYP17		AR	
CYP19		AD	
CYP21		AR	
CYP24		AR	
CYP26C1		AR	AR
CYP27		AR	
CYP2A		AD;AD,Somatic mutation	
CYP2A3		AD;AD,Somatic mutation	
CYP2C		AR	
CYP3A5		Multifactorial	
CYP5		AR	
CYP8		Multifactorial	
CYP8A1		Multifactorial	
CYPB		AR	
CYPHER		AD	
CYPL1		AR	
CYSRD		AD	
CZP1		AD	
CZP3		AD	
D11S833E		AR	
D13S25		AD	
D14S46E		AD	
D15S12		AR	
D16S44E		AD	
D18S892E		AD	
D1S2223E		AR	
D2H		AR,AD	
D2HGD		AR	
D2L2AD		AR	
D2LIC		AR	
D2S201E		AD	
D2S448E		AR	
D40		AR	
D4S90		AR	
D4ST1		AR	
D5S1708		AR	
D6S1101		AR	
D6S2244E		AR	
D6S82E		AR	
D83198		AR	
D8S1992		AR	
D9S46E		AR	
DA1		AD	
DA10		AD	
DA11		AD;AR	
DA1C		AR,AD	
DA2A		AD;AR	
DA2B1		AD	
DA2B2		AD	
DA2B3		AD;AR	
DA2B4		AD	
DA3		AD;AR	
DA5		AD;AR	
DA5D		AR	
DA7		AD	
DA8		AD;AR	
DAAM2		AR	AR
DAB1		AD;AR	AD
DACT1		AD	AD
DAF		AR	
DAG		AR	
DAG2		AR	
DAIPT		AD;AR	
DAK		AR	
DALRD3		AR	AD;AR
DAN		AD;AR	
DAOA		AD	
DAP12		AR	
DAPIT		AR	
DAPLE		AD;AR	
DAPPER1		AD	
DAR		AD	
DARC		AR;AR,AD	
DARS		AR	
DASS		AD;AR	
DAT1		AR	
DAX1		XL;XLR	
DBA		AD	
DBA1		AD	
DBA10		AD	
DBA11		AD	
DBA12		AD	
DBA13		AD	
DBA14		XLR	
DBA15		AD	
DBA16		AD	
DBA17		AD	
DBA18		AD	
DBA19		AD	
DBA20		AD	
DBA21		AR	
